订单ID,用户ID,订单金额,下单时间,支付状态,收货地址
ORD003878,U0978,118.02,2024-10-10 01:51:45.981196240,已支付,北京市朝阳区
ORD003879,U0320,60.29,2024-10-10 03:36:54.442888580,已支付,广州市天河区
ORD003880,U0022,43.41,2024-10-10 05:22:02.904580916,已支付,广州市天河区
ORD003881,U0464,45.47,2024-10-10 07:07:11.366273256,已支付,深圳市南山区
ORD003882,U0463,70.52,2024-10-10 08:52:19.827965592,已支付,广州市天河区
ORD003883,U0965,64.75,2024-10-10 10:37:28.289657932,已支付,杭州市西湖区
ORD003884,U0490,20.47,2024-10-10 12:22:36.751350272,已支付,深圳市南山区
ORD003885,U0618,150.73,2024-10-10 14:07:45.213042608,已支付,上海市浦东新区
ORD003886,U0845,57.17,2024-10-10 15:52:53.674734948,已取消,深圳市南山区
ORD003887,U0988,5.97,2024-10-10 17:38:02.136427284,已取消,杭州市西湖区
ORD003888,U0842,15.61,2024-10-10 19:23:10.598119624,已取消,北京市朝阳区
ORD003889,U0336,36.05,2024-10-10 21:08:19.059811964,已支付,北京市朝阳区
ORD003890,U0383,67.37,2024-10-10 22:53:27.521504300,已支付,北京市朝阳区
ORD003891,U0130,55.02,2024-10-11 00:38:35.983196640,已支付,杭州市西湖区
ORD003892,U0126,27.22,2024-10-11 02:23:44.444888980,未支付,深圳市南山区
ORD003893,U0370,187.51,2024-10-11 04:08:52.906581316,已取消,北京市朝阳区
ORD003894,U0740,115.62,2024-10-11 05:54:01.368273656,已支付,广州市天河区
ORD003895,U0371,52.75,2024-10-11 07:39:09.829965992,已支付,上海市浦东新区
ORD003896,U0409,11.43,2024-10-11 09:24:18.291658332,已支付,北京市朝阳区
ORD003897,U0829,40.22,2024-10-11 11:09:26.753350672,已支付,北京市朝阳区
ORD003898,U0261,37.45,2024-10-11 12:54:35.215043008,已支付,上海市浦东新区
ORD003899,U0028,10.16,2024-10-11 14:39:43.676735348,未支付,广州市天河区
ORD003900,U0849,91.94,2024-10-11 16:24:52.138427684,已支付,上海市浦东新区
ORD003901,U0450,65.89,2024-10-11 18:10:00.600120024,已支付,北京市朝阳区
ORD003902,U0527,20.71,2024-10-11 19:55:09.061812364,已支付,北京市朝阳区
ORD003903,U0183,69.98,2024-10-11 21:40:17.523504700,已支付,深圳市南山区
ORD003904,U0376,145.12,2024-10-11 23:25:25.985197040,已支付,杭州市西湖区
ORD003905,U0806,90.99,2024-10-12 01:10:34.446889380,已支付,深圳市南山区
ORD003906,U0989,30.4,2024-10-12 02:55:42.908581716,已支付,深圳市南山区
ORD003907,U0919,599.94,2024-10-12 04:40:51.370274056,已支付,深圳市南山区
ORD003908,U0210,84.44,2024-10-12 06:25:59.831966392,未支付,深圳市南山区
ORD003909,U0526,29.21,2024-10-12 08:11:08.293658732,已支付,深圳市南山区
ORD003910,U0032,278.52,2024-10-12 09:56:16.755351072,已支付,广州市天河区
ORD003911,U0044,9.05,2024-10-12 11:41:25.217043408,已支付,杭州市西湖区
ORD003912,U0454,17.0,2024-10-12 13:26:33.678735748,已支付,杭州市西湖区
ORD003913,U0348,33.33,2024-10-12 15:11:42.140428084,未支付,杭州市西湖区
ORD003914,U0886,144.65,2024-10-12 16:56:50.602120424,已支付,广州市天河区
ORD003915,U0116,28.16,2024-10-12 18:41:59.063812764,已支付,广州市天河区
ORD003916,U0635,48.12,2024-10-12 20:27:07.525505100,未支付,广州市天河区
ORD003917,U0372,21.75,2024-10-12 22:12:15.987197440,已取消,北京市朝阳区
ORD003918,U0466,110.09,2024-10-12 23:57:24.448889780,已支付,杭州市西湖区
ORD003919,U0995,87.88,2024-10-13 01:42:32.910582116,已支付,上海市浦东新区
ORD003920,U0442,12.78,2024-10-13 03:27:41.372274456,已支付,深圳市南山区
ORD003921,U0614,52.1,2024-10-13 05:12:49.833966792,已支付,北京市朝阳区
ORD003922,U0004,70.27,2024-10-13 06:57:58.295659132,已支付,北京市朝阳区
ORD003923,U0371,45.21,2024-10-13 08:43:06.757351472,未支付,深圳市南山区
ORD003924,U0702,50.89,2024-10-13 10:28:15.219043808,已支付,北京市朝阳区
ORD003925,U0444,27.39,2024-10-13 12:13:23.680736148,已支付,广州市天河区
ORD003926,U0991,125.28,2024-10-13 13:58:32.142428488,已支付,北京市朝阳区
ORD003927,U0715,25.43,2024-10-13 15:43:40.604120824,已支付,杭州市西湖区
ORD003928,U0238,140.22,2024-10-13 17:28:49.065813164,已支付,杭州市西湖区
ORD003929,U0059,54.5,2024-10-13 19:13:57.527505500,已取消,上海市浦东新区
ORD003930,U0331,33.23,2024-10-13 20:59:05.989197840,已支付,杭州市西湖区
ORD003931,U0925,51.39,2024-10-13 22:44:14.450890180,已支付,深圳市南山区
ORD003932,U0915,59.44,2024-10-14 00:29:22.912582516,已支付,深圳市南山区
ORD003933,U0657,38.64,2024-10-14 02:14:31.374274856,已支付,杭州市西湖区
ORD003934,U0516,37.35,2024-10-14 03:59:39.835967192,已支付,广州市天河区
ORD003935,U0940,20.04,2024-10-14 05:44:48.297659532,已支付,杭州市西湖区
ORD003936,U0772,230.02,2024-10-14 07:29:56.759351872,已支付,广州市天河区
ORD003937,U0955,24.29,2024-10-14 09:15:05.221044208,已支付,深圳市南山区
ORD003938,U0396,16.16,2024-10-14 11:00:13.682736548,已支付,杭州市西湖区
ORD003939,U0753,84.16,2024-10-14 12:45:22.144428888,已支付,上海市浦东新区
ORD003940,U0303,8.27,2024-10-14 14:30:30.606121224,已支付,深圳市南山区
ORD003941,U0903,56.06,2024-10-14 16:15:39.067813564,已支付,上海市浦东新区
ORD003942,U0981,17.94,2024-10-14 18:00:47.529505900,已支付,深圳市南山区
ORD003943,U0481,84.92,2024-10-14 19:45:55.991198240,已支付,北京市朝阳区
ORD003944,U0229,45.05,2024-10-14 21:31:04.452890580,已支付,北京市朝阳区
ORD003945,U0140,22.48,2024-10-14 23:16:12.914582916,未支付,北京市朝阳区
ORD003946,U0839,45.9,2024-10-15 01:01:21.376275256,未支付,上海市浦东新区
ORD003947,U0054,84.56,2024-10-15 02:46:29.837967592,已支付,广州市天河区
ORD003948,U0442,34.86,2024-10-15 04:31:38.299659932,已支付,深圳市南山区
ORD003949,U0575,37.71,2024-10-15 06:16:46.761352272,未支付,北京市朝阳区
ORD003950,U0143,138.03,2024-10-15 08:01:55.223044608,已支付,上海市浦东新区
ORD003951,U0933,82.7,2024-10-15 09:47:03.684736948,已支付,深圳市南山区
ORD003952,U0568,34.0,2024-10-15 11:32:12.146429288,未支付,北京市朝阳区
ORD003953,U0585,59.2,2024-10-15 13:17:20.608121624,已支付,北京市朝阳区
ORD003954,U0097,39.65,2024-10-15 15:02:29.069813964,未支付,北京市朝阳区
ORD003955,U0870,153.83,2024-10-15 16:47:37.531506300,已支付,上海市浦东新区
ORD003956,U0592,9.93,2024-10-15 18:32:45.993198640,未支付,广州市天河区
ORD003957,U0799,94.49,2024-10-15 20:17:54.454890980,未支付,北京市朝阳区
ORD003958,U0271,88.41,2024-10-15 22:03:02.916583316,未支付,北京市朝阳区
ORD003959,U0130,26.2,2024-10-15 23:48:11.378275656,已支付,广州市天河区
ORD003960,U0525,22.05,2024-10-16 01:33:19.839967992,已支付,广州市天河区
ORD003961,U0760,173.25,2024-10-16 03:18:28.301660332,已支付,杭州市西湖区
ORD003962,U0517,44.19,2024-10-16 05:03:36.763352672,已支付,北京市朝阳区
ORD003963,U0944,229.65,2024-10-16 06:48:45.225045008,已支付,深圳市南山区
ORD003964,U0417,19.77,2024-10-16 08:33:53.686737348,已支付,杭州市西湖区
ORD003965,U0544,50.03,2024-10-16 10:19:02.148429688,已支付,深圳市南山区
ORD003966,U0181,30.91,2024-10-16 12:04:10.610122024,已支付,广州市天河区
ORD003967,U0618,35.71,2024-10-16 13:49:19.071814364,已支付,杭州市西湖区
ORD003968,U0237,76.9,2024-10-16 15:34:27.533506700,已支付,上海市浦东新区
ORD003969,U0512,25.74,2024-10-16 17:19:35.995199040,已支付,杭州市西湖区
ORD003970,U0533,45.79,2024-10-16 19:04:44.456891380,未支付,杭州市西湖区
ORD003971,U0962,25.57,2024-10-16 20:49:52.918583716,已支付,广州市天河区
ORD003972,U0996,100.08,2024-10-16 22:35:01.380276056,已支付,北京市朝阳区
ORD003973,U0957,373.11,2024-10-17 00:20:09.841968392,已支付,广州市天河区
ORD003974,U0438,199.51,2024-10-17 02:05:18.303660732,已支付,广州市天河区
ORD003975,U0225,20.81,2024-10-17 03:50:26.765353072,已支付,广州市天河区
ORD003976,U0203,33.92,2024-10-17 05:35:35.227045408,已支付,深圳市南山区
ORD003977,U0041,51.83,2024-10-17 07:20:43.688737748,已支付,上海市浦东新区
ORD003978,U0855,7.09,2024-10-17 09:05:52.150430088,已支付,深圳市南山区
ORD003979,U0934,51.74,2024-10-17 10:51:00.612122424,已支付,杭州市西湖区
ORD003980,U0673,87.9,2024-10-17 12:36:09.073814764,已支付,广州市天河区
ORD003981,U0744,53.7,2024-10-17 14:21:17.535507100,已支付,北京市朝阳区
ORD003982,U0136,49.51,2024-10-17 16:06:25.997199440,已支付,广州市天河区
ORD003983,U0484,28.3,2024-10-17 17:51:34.458891780,未支付,深圳市南山区
ORD003984,U0804,38.56,2024-10-17 19:36:42.920584116,已支付,上海市浦东新区
ORD003985,U0033,33.92,2024-10-17 21:21:51.382276456,已取消,深圳市南山区
ORD003986,U0029,19.3,2024-10-17 23:06:59.843968796,已支付,广州市天河区
ORD003987,U0351,137.92,2024-10-18 00:52:08.305661132,已支付,上海市浦东新区
ORD003988,U0057,264.59,2024-10-18 02:37:16.767353472,已支付,北京市朝阳区
ORD003989,U0990,29.57,2024-10-18 04:22:25.229045808,已支付,深圳市南山区
ORD003990,U0328,19.8,2024-10-18 06:07:33.690738148,已支付,深圳市南山区
ORD003991,U0445,25.62,2024-10-18 07:52:42.152430488,已取消,杭州市西湖区
ORD003992,U0858,20.57,2024-10-18 09:37:50.614122824,已支付,上海市浦东新区
ORD003993,U0471,34.05,2024-10-18 11:22:59.075815164,已取消,深圳市南山区
ORD003994,U0370,71.2,2024-10-18 13:08:07.537507500,已支付,杭州市西湖区
ORD003995,U0951,181.62,2024-10-18 14:53:15.999199840,已支付,北京市朝阳区
ORD003996,U0692,11.14,2024-10-18 16:38:24.460892180,已支付,深圳市南山区
ORD003997,U0371,140.57,2024-10-18 18:23:32.922584516,已支付,深圳市南山区
ORD003998,U0939,54.41,2024-10-18 20:08:41.384276856,已支付,广州市天河区
ORD003999,U0638,6.5,2024-10-18 21:53:49.845969196,未支付,深圳市南山区
ORD004000,U0636,15.5,2024-10-18 23:38:58.307661532,已支付,北京市朝阳区
ORD004001,U0922,90.62,2024-10-19 01:24:06.769353872,已支付,杭州市西湖区
ORD004002,U0372,23.16,2024-10-19 03:09:15.231046208,已支付,上海市浦东新区
ORD004003,U0490,37.05,2024-10-19 04:54:23.692738548,已支付,北京市朝阳区
ORD004004,U0253,47.99,2024-10-19 06:39:32.154430888,已支付,上海市浦东新区
ORD004005,U0486,178.14,2024-10-19 08:24:40.616123224,已支付,北京市朝阳区
ORD004006,U0871,15.25,2024-10-19 10:09:49.077815564,已支付,杭州市西湖区
ORD004007,U0258,103.87,2024-10-19 11:54:57.539507900,已支付,广州市天河区
ORD004008,U0439,195.06,2024-10-19 13:40:06.001200240,未支付,杭州市西湖区
ORD004009,U0602,20.54,2024-10-19 15:25:14.462892580,已取消,上海市浦东新区
ORD004010,U0018,119.24,2024-10-19 17:10:22.924584916,已支付,上海市浦东新区
ORD004011,U0219,32.3,2024-10-19 18:55:31.386277256,已支付,深圳市南山区
ORD004012,U0512,27.33,2024-10-19 20:40:39.847969596,已支付,广州市天河区
ORD004013,U0178,39.23,2024-10-19 22:25:48.309661932,已支付,杭州市西湖区
ORD004014,U0209,68.65,2024-10-20 00:10:56.771354272,已支付,杭州市西湖区
ORD004015,U0813,25.87,2024-10-20 01:56:05.233046608,未支付,上海市浦东新区
ORD004016,U0527,136.38,2024-10-20 03:41:13.694738948,未支付,广州市天河区
ORD004017,U0235,35.32,2024-10-20 05:26:22.156431288,已支付,杭州市西湖区
ORD004018,U0135,7.13,2024-10-20 07:11:30.618123624,未支付,广州市天河区
ORD004019,U0209,50.81,2024-10-20 08:56:39.079815964,未支付,广州市天河区
ORD004020,U0211,15.19,2024-10-20 10:41:47.541508300,已支付,杭州市西湖区
ORD004021,U0667,42.0,2024-10-20 12:26:56.003200640,已支付,广州市天河区
ORD004022,U0552,78.91,2024-10-20 14:12:04.464892980,已支付,北京市朝阳区
ORD004023,U0273,28.29,2024-10-20 15:57:12.926585316,已支付,上海市浦东新区
ORD004024,U0160,9.8,2024-10-20 17:42:21.388277656,已支付,广州市天河区
ORD004025,U0144,19.98,2024-10-20 19:27:29.849969996,已支付,广州市天河区
ORD004026,U0703,200.05,2024-10-20 21:12:38.311662332,已支付,北京市朝阳区
ORD004027,U0508,66.01,2024-10-20 22:57:46.773354672,未支付,深圳市南山区
ORD004028,U0734,128.79,2024-10-21 00:42:55.235047008,已支付,广州市天河区
ORD004029,U0334,288.52,2024-10-21 02:28:03.696739348,已支付,杭州市西湖区
ORD004030,U0502,429.04,2024-10-21 04:13:12.158431688,已支付,深圳市南山区
ORD004031,U0444,67.48,2024-10-21 05:58:20.620124024,已支付,深圳市南山区
ORD004032,U0754,41.14,2024-10-21 07:43:29.081816364,已支付,北京市朝阳区
ORD004033,U0873,29.21,2024-10-21 09:28:37.543508704,已取消,杭州市西湖区
ORD004034,U0850,60.4,2024-10-21 11:13:46.005201040,已支付,深圳市南山区
ORD004035,U0086,86.6,2024-10-21 12:58:54.466893380,已支付,广州市天河区
ORD004036,U0180,110.42,2024-10-21 14:44:02.928585716,已支付,北京市朝阳区
ORD004037,U0080,19.77,2024-10-21 16:29:11.390278056,已支付,北京市朝阳区
ORD004038,U0817,20.04,2024-10-21 18:14:19.851970396,已取消,北京市朝阳区
ORD004039,U0561,42.9,2024-10-21 19:59:28.313662732,已支付,上海市浦东新区
ORD004040,U0976,54.72,2024-10-21 21:44:36.775355072,已支付,深圳市南山区
ORD004041,U0154,274.79,2024-10-21 23:29:45.237047408,已支付,杭州市西湖区
ORD004042,U0179,5.16,2024-10-22 01:14:53.698739748,已支付,杭州市西湖区
ORD004043,U0299,29.75,2024-10-22 03:00:02.160432088,未支付,上海市浦东新区
ORD004044,U0326,127.18,2024-10-22 04:45:10.622124424,已支付,广州市天河区
ORD004045,U0755,20.06,2024-10-22 06:30:19.083816764,已支付,深圳市南山区
ORD004046,U0839,53.45,2024-10-22 08:15:27.545509104,已支付,北京市朝阳区
ORD004047,U0009,142.71,2024-10-22 10:00:36.007201440,已支付,上海市浦东新区
ORD004048,U0428,105.89,2024-10-22 11:45:44.468893780,已支付,上海市浦东新区
ORD004049,U0192,108.06,2024-10-22 13:30:52.930586116,已支付,深圳市南山区
ORD004050,U0090,44.57,2024-10-22 15:16:01.392278456,已支付,杭州市西湖区
ORD004051,U0002,61.62,2024-10-22 17:01:09.853970796,已支付,深圳市南山区
ORD004052,U0420,64.49,2024-10-22 18:46:18.315663132,已支付,杭州市西湖区
ORD004053,U0003,32.08,2024-10-22 20:31:26.777355472,已支付,深圳市南山区
ORD004054,U0950,125.64,2024-10-22 22:16:35.239047808,已支付,杭州市西湖区
ORD004055,U0405,14.78,2024-10-23 00:01:43.700740148,已支付,上海市浦东新区
ORD004056,U0492,28.01,2024-10-23 01:46:52.162432488,已支付,杭州市西湖区
ORD004057,U0707,126.49,2024-10-23 03:32:00.624124824,已支付,深圳市南山区
ORD004058,U0265,7.58,2024-10-23 05:17:09.085817164,已支付,广州市天河区
ORD004059,U0780,62.99,2024-10-23 07:02:17.547509504,已支付,深圳市南山区
ORD004060,U0968,164.45,2024-10-23 08:47:26.009201840,已支付,上海市浦东新区
ORD004061,U0243,25.41,2024-10-23 10:32:34.470894180,已支付,杭州市西湖区
ORD004062,U0677,82.52,2024-10-23 12:17:42.932586516,已支付,杭州市西湖区
ORD004063,U0725,61.81,2024-10-23 14:02:51.394278856,已支付,杭州市西湖区
ORD004064,U0933,105.15,2024-10-23 15:47:59.855971196,已支付,上海市浦东新区
ORD004065,U0360,55.36,2024-10-23 17:33:08.317663532,已支付,深圳市南山区
ORD004066,U0195,171.99,2024-10-23 19:18:16.779355872,已支付,杭州市西湖区
ORD004067,U0499,79.25,2024-10-23 21:03:25.241048208,已支付,广州市天河区
ORD004068,U0568,129.42,2024-10-23 22:48:33.702740548,已支付,广州市天河区
ORD004069,U0617,122.7,2024-10-24 00:33:42.164432888,已支付,北京市朝阳区
ORD004070,U0213,212.02,2024-10-24 02:18:50.626125224,已取消,广州市天河区
ORD004071,U0831,20.75,2024-10-24 04:03:59.087817564,未支付,北京市朝阳区
ORD004072,U0154,15.78,2024-10-24 05:49:07.549509904,已取消,杭州市西湖区
ORD004073,U0728,154.81,2024-10-24 07:34:16.011202240,已支付,上海市浦东新区
ORD004074,U0046,64.23,2024-10-24 09:19:24.472894580,已支付,上海市浦东新区
ORD004075,U0181,355.84,2024-10-24 11:04:32.934586916,未支付,上海市浦东新区
ORD004076,U0572,6.09,2024-10-24 12:49:41.396279256,已支付,杭州市西湖区
ORD004077,U0756,50.87,2024-10-24 14:34:49.857971596,已支付,杭州市西湖区
ORD004078,U0226,53.56,2024-10-24 16:19:58.319663932,未支付,深圳市南山区
ORD004079,U0032,133.77,2024-10-24 18:05:06.781356272,已支付,广州市天河区
ORD004080,U0347,384.1,2024-10-24 19:50:15.243048612,已支付,杭州市西湖区
ORD004081,U0446,54.98,2024-10-24 21:35:23.704740948,已支付,广州市天河区
ORD004082,U0175,83.18,2024-10-24 23:20:32.166433288,已支付,上海市浦东新区
ORD004083,U0829,9.15,2024-10-25 01:05:40.628125624,已支付,广州市天河区
ORD004084,U0606,72.73,2024-10-25 02:50:49.089817964,已支付,深圳市南山区
ORD004085,U0900,73.38,2024-10-25 04:35:57.551510304,未支付,上海市浦东新区
ORD004086,U0130,30.87,2024-10-25 06:21:06.013202640,未支付,广州市天河区
ORD004087,U0663,73.6,2024-10-25 08:06:14.474894980,已取消,深圳市南山区
ORD004088,U0823,70.04,2024-10-25 09:51:22.936587316,已取消,广州市天河区
ORD004089,U0297,275.2,2024-10-25 11:36:31.398279656,已支付,深圳市南山区
ORD004090,U0252,25.52,2024-10-25 13:21:39.859971996,已支付,广州市天河区
ORD004091,U0452,22.49,2024-10-25 15:06:48.321664332,已支付,上海市浦东新区
ORD004092,U0421,23.3,2024-10-25 16:51:56.783356672,已支付,上海市浦东新区
ORD004093,U0651,35.33,2024-10-25 18:37:05.245049012,已支付,北京市朝阳区
ORD004094,U0932,11.09,2024-10-25 20:22:13.706741348,已支付,深圳市南山区
ORD004095,U0484,42.01,2024-10-25 22:07:22.168433688,未支付,广州市天河区
ORD004096,U0783,56.54,2024-10-25 23:52:30.630126024,未支付,广州市天河区
ORD004097,U0357,244.54,2024-10-26 01:37:39.091818364,已支付,广州市天河区
ORD004098,U0835,48.19,2024-10-26 03:22:47.553510704,已支付,杭州市西湖区
ORD004099,U0624,193.61,2024-10-26 05:07:56.015203040,已支付,深圳市南山区
ORD004100,U0158,125.07,2024-10-26 06:53:04.476895380,已支付,广州市天河区
ORD004101,U0569,62.69,2024-10-26 08:38:12.938587716,已支付,北京市朝阳区
ORD004102,U0702,47.35,2024-10-26 10:23:21.400280056,已支付,上海市浦东新区
ORD004103,U0983,93.34,2024-10-26 12:08:29.861972396,已支付,杭州市西湖区
ORD004104,U0545,103.8,2024-10-26 13:53:38.323664732,已支付,杭州市西湖区
ORD004105,U0833,32.2,2024-10-26 15:38:46.785357072,未支付,上海市浦东新区
ORD004106,U0001,98.13,2024-10-26 17:23:55.247049412,已支付,杭州市西湖区
ORD004107,U0643,49.88,2024-10-26 19:09:03.708741748,已支付,北京市朝阳区
ORD004108,U0009,94.18,2024-10-26 20:54:12.170434088,未支付,北京市朝阳区
ORD004109,U0509,281.91,2024-10-26 22:39:20.632126424,未支付,上海市浦东新区
ORD004110,U0544,38.05,2024-10-27 00:24:29.093818764,未支付,深圳市南山区
ORD004111,U0589,7.5,2024-10-27 02:09:37.555511104,已支付,杭州市西湖区
ORD004112,U0813,51.77,2024-10-27 03:54:46.017203440,未支付,广州市天河区
ORD004113,U0095,18.66,2024-10-27 05:39:54.478895780,已支付,广州市天河区
ORD004114,U0697,71.03,2024-10-27 07:25:02.940588116,已支付,北京市朝阳区
ORD004115,U0277,19.94,2024-10-27 09:10:11.402280456,已支付,深圳市南山区
ORD004116,U0535,48.87,2024-10-27 10:55:19.863972796,已支付,深圳市南山区
ORD004117,U0973,278.81,2024-10-27 12:40:28.325665132,已支付,杭州市西湖区
ORD004118,U0922,341.11,2024-10-27 14:25:36.787357472,已支付,杭州市西湖区
ORD004119,U0985,78.35,2024-10-27 16:10:45.249049812,已支付,上海市浦东新区
ORD004120,U0117,22.17,2024-10-27 17:55:53.710742148,已支付,北京市朝阳区
ORD004121,U0456,130.79,2024-10-27 19:41:02.172434488,已支付,上海市浦东新区
ORD004122,U0360,34.29,2024-10-27 21:26:10.634126824,已支付,上海市浦东新区
ORD004123,U0030,12.31,2024-10-27 23:11:19.095819164,已支付,深圳市南山区
ORD004124,U0883,385.12,2024-10-28 00:56:27.557511504,已支付,杭州市西湖区
ORD004125,U0325,54.03,2024-10-28 02:41:36.019203840,已支付,广州市天河区
ORD004126,U0920,94.76,2024-10-28 04:26:44.480896180,已支付,上海市浦东新区
ORD004127,U0074,39.44,2024-10-28 06:11:52.942588520,已支付,北京市朝阳区
ORD004128,U0979,93.18,2024-10-28 07:57:01.404280856,已支付,上海市浦东新区
ORD004129,U0832,23.9,2024-10-28 09:42:09.865973196,已支付,广州市天河区
ORD004130,U0419,48.64,2024-10-28 11:27:18.327665532,未支付,广州市天河区
ORD004131,U0918,136.57,2024-10-28 13:12:26.789357872,已支付,北京市朝阳区
ORD004132,U0807,45.63,2024-10-28 14:57:35.251050212,已支付,广州市天河区
ORD004133,U0823,23.49,2024-10-28 16:42:43.712742548,已支付,广州市天河区
ORD004134,U0742,137.21,2024-10-28 18:27:52.174434888,已支付,广州市天河区
ORD004135,U0263,38.05,2024-10-28 20:13:00.636127224,已支付,上海市浦东新区
ORD004136,U0446,37.26,2024-10-28 21:58:09.097819564,未支付,北京市朝阳区
ORD004137,U0551,17.65,2024-10-28 23:43:17.559511904,已支付,上海市浦东新区
ORD004138,U0404,256.59,2024-10-29 01:28:26.021204240,已支付,北京市朝阳区
ORD004139,U0104,158.27,2024-10-29 03:13:34.482896580,已支付,广州市天河区
ORD004140,U0440,42.36,2024-10-29 04:58:42.944588920,已支付,广州市天河区
ORD004141,U0864,22.86,2024-10-29 06:43:51.406281256,已支付,杭州市西湖区
ORD004142,U0706,107.65,2024-10-29 08:28:59.867973596,已支付,广州市天河区
ORD004143,U0143,81.67,2024-10-29 10:14:08.329665932,已支付,北京市朝阳区
ORD004144,U0714,36.18,2024-10-29 11:59:16.791358272,已支付,深圳市南山区
ORD004145,U0917,49.8,2024-10-29 13:44:25.253050612,已支付,北京市朝阳区
ORD004146,U0207,98.62,2024-10-29 15:29:33.714742948,已支付,广州市天河区
ORD004147,U0546,68.61,2024-10-29 17:14:42.176435288,已支付,广州市天河区
ORD004148,U0803,79.0,2024-10-29 18:59:50.638127624,已取消,深圳市南山区
ORD004149,U0883,70.9,2024-10-29 20:44:59.099819964,已支付,广州市天河区
ORD004150,U0261,113.22,2024-10-29 22:30:07.561512304,已支付,杭州市西湖区
ORD004151,U0824,31.25,2024-10-30 00:15:16.023204640,已支付,深圳市南山区
ORD004152,U0083,64.11,2024-10-30 02:00:24.484896980,已支付,上海市浦东新区
ORD004153,U0263,26.51,2024-10-30 03:45:32.946589320,已支付,杭州市西湖区
ORD004154,U0821,28.53,2024-10-30 05:30:41.408281656,已支付,北京市朝阳区
ORD004155,U0750,366.34,2024-10-30 07:15:49.869973996,已支付,杭州市西湖区
ORD004156,U0172,13.13,2024-10-30 09:00:58.331666332,已支付,杭州市西湖区
ORD004157,U0698,106.49,2024-10-30 10:46:06.793358672,未支付,广州市天河区
ORD004158,U0362,827.42,2024-10-30 12:31:15.255051012,已支付,上海市浦东新区
ORD004159,U0042,318.82,2024-10-30 14:16:23.716743348,已支付,深圳市南山区
ORD004160,U0740,95.87,2024-10-30 16:01:32.178435688,已支付,杭州市西湖区
ORD004161,U0274,368.89,2024-10-30 17:46:40.640128024,未支付,广州市天河区
ORD004162,U0774,81.52,2024-10-30 19:31:49.101820364,已支付,杭州市西湖区
ORD004163,U0500,40.64,2024-10-30 21:16:57.563512704,已支付,上海市浦东新区
ORD004164,U0132,55.75,2024-10-30 23:02:06.025205040,未支付,深圳市南山区
ORD004165,U0453,134.33,2024-10-31 00:47:14.486897380,已支付,广州市天河区
ORD004166,U0910,435.86,2024-10-31 02:32:22.948589720,已支付,杭州市西湖区
ORD004167,U0425,158.01,2024-10-31 04:17:31.410282056,已支付,上海市浦东新区
ORD004168,U0943,49.97,2024-10-31 06:02:39.871974396,已支付,北京市朝阳区
ORD004169,U0609,28.83,2024-10-31 07:47:48.333666732,未支付,北京市朝阳区
ORD004170,U0053,7.85,2024-10-31 09:32:56.795359072,已支付,上海市浦东新区
ORD004171,U0789,47.64,2024-10-31 11:18:05.257051412,已取消,深圳市南山区
ORD004172,U0397,19.4,2024-10-31 13:03:13.718743748,已支付,杭州市西湖区
ORD004173,U0194,137.97,2024-10-31 14:48:22.180436088,已取消,杭州市西湖区
ORD004174,U0399,42.43,2024-10-31 16:33:30.642128428,已支付,上海市浦东新区
ORD004175,U0464,144.4,2024-10-31 18:18:39.103820764,已支付,杭州市西湖区
ORD004176,U0355,670.22,2024-10-31 20:03:47.565513104,已支付,深圳市南山区
ORD004177,U0173,47.93,2024-10-31 21:48:56.027205440,已支付,上海市浦东新区
ORD004178,U0340,64.25,2024-10-31 23:34:04.488897780,已支付,北京市朝阳区
ORD004179,U0193,78.53,2024-11-01 01:19:12.950590120,已支付,北京市朝阳区
ORD004180,U0430,41.16,2024-11-01 03:04:21.412282456,已支付,广州市天河区
ORD004181,U0387,61.32,2024-11-01 04:49:29.873974796,已支付,北京市朝阳区
ORD004182,U0657,38.47,2024-11-01 06:34:38.335667132,已取消,杭州市西湖区
ORD004183,U0657,212.29,2024-11-01 08:19:46.797359472,已支付,深圳市南山区
ORD004184,U0468,44.01,2024-11-01 10:04:55.259051812,已支付,深圳市南山区
ORD004185,U0788,15.67,2024-11-01 11:50:03.720744148,已支付,广州市天河区
ORD004186,U0772,17.07,2024-11-01 13:35:12.182436488,已支付,杭州市西湖区
ORD004187,U0331,23.54,2024-11-01 15:20:20.644128828,已支付,上海市浦东新区
ORD004188,U0527,34.88,2024-11-01 17:05:29.105821164,已支付,广州市天河区
ORD004189,U0825,131.0,2024-11-01 18:50:37.567513504,已取消,杭州市西湖区
ORD004190,U0429,122.99,2024-11-01 20:35:46.029205840,未支付,上海市浦东新区
ORD004191,U0795,133.73,2024-11-01 22:20:54.490898180,已支付,北京市朝阳区
ORD004192,U0216,55.53,2024-11-02 00:06:02.952590520,已支付,北京市朝阳区
ORD004193,U0276,147.45,2024-11-02 01:51:11.414282856,未支付,上海市浦东新区
ORD004194,U0108,42.74,2024-11-02 03:36:19.875975196,已支付,广州市天河区
ORD004195,U0256,8.71,2024-11-02 05:21:28.337667532,已支付,上海市浦东新区
ORD004196,U0079,140.97,2024-11-02 07:06:36.799359872,已支付,杭州市西湖区
ORD004197,U0390,27.52,2024-11-02 08:51:45.261052212,未支付,上海市浦东新区
ORD004198,U0530,43.97,2024-11-02 10:36:53.722744548,已支付,杭州市西湖区
ORD004199,U0342,37.98,2024-11-02 12:22:02.184436888,已支付,杭州市西湖区
